movie_id,title,description
3037,Little Big Man (1970),"A young East German woman leaves her husband and business partner and relocates to a West German city to start anew as an accountant, but he soon catches up with her."
2090,"Rescuers, The (1977)",Two brothers turn against each other when confronted with the possibility of getting millions of dollars found in a stolen armored car.
3039,Trading Places (1983),No description available
2091,Return from Witch Mountain (1978),"A sheriff begins an investigation into the death of a local transsexual after hearing that high ranking politicians may have been involved. Although he is homophobic, his investigation causes him to be rejected by others, forcing him to seek help from the people he once despised."
830,"First Wives Club, The (1996)","Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately."
2093,Return to Oz (1985),"A mysterious diver hiding in Amsterdam's canal system embarks on a rampage of gruesome murders, terrifying city officials and leaving few clues for the city's best detective, who doesn't suspect that both his new girlfriend and twelve-year-old daughter may be closer than he is to finding the killer."
904,Rear Window (1954),"Der Stolz der Firma, meaning The Pride of the Business, is a classic German silent film from 1914. The film tells the story of a shrewd apprentice and is filmed in the comical style of director Lubitsch. This is one of the few Lubitsch films from World War I that wasn’t lost."
2094,"Rocketeer, The (1991)","After a singer loses his job at a coffee shop, he finds employment at a struggling carnival, but his attempted romance with a teenager leads to friction with her father."
1292,Being There (1979),No description available
2096,Sleeping Beauty (1959),An underground city is built to save a cross-section of humanity as a comet hurtles toward Earth.
1294,M*A*S*H (1970),"Jenny is young. Her life is over. She killed someone. And she would do it again. When an 80-year-old piano teacher discovers the girl’s secret, her brutality and her dreams, she decides to transform her pupil into the musical wunderkind she once was."
765,Jack (1996),"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body."
2746,Little Shop of Horrors (1986),No description available
1009,Escape to Witch Mountain (1975),No description available
1948,Tom Jones (1963),"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote."
333,Tommy Boy (1995),"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins...."
339,While You Were Sleeping (1995),An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
2316,Practical Magic (1998),"The 1870's. South Africa. Life is normal at the farm on the slopes of a Karoo Kopje.Things change when the sinister, eccentric Bonaparte Blenkins with bulbous nose and chimney pot hat arrives. Their childhood is disrupted by the bombastic Irishman who claims blood ties with Wellington and Queen Victoria and so gains uncanny influence over the girls' gross stupid stepmother."
1371,Star Trek: The Motion Picture (1979),"Now the world champion, Rocky Balboa is living in luxury and only fighting opponents who pose no threat to him in the ring, until Clubber Lang challenges him to a bout. After taking a pounding from Lang, the humbled champ turns to former bitter rival Apollo Creed for a rematch with Lang."
2174,Beetlejuice (1988),No description available
1374,Star Trek: The Wrath of Khan (1982),"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Ivan Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
1375,Star Trek III: The Search for Spock (1984),"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer."
915,Sabrina (1954),No description available
1376,Star Trek IV: The Voyage Home (1986),"Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home."
1377,Batman Returns (1992),An Italian socialite on the run signs on as housekeeper for a widower with three children.
916,Roman Holiday (1953),"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed."
918,Meet Me in St. Louis (1944),"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town."
1012,Old Yeller (1957),No description available
2826,"13th Warrior, The (1999)",No description available
3629,"Gold Rush, The (1925)",No description available
1015,Homeward Bound: The Incredible Journey (1993),No description available
1016,"Shaggy Dog, The (1959)",No description available
1019,"20,000 Leagues Under the Sea (1954)",No description available
3489,Hook (1991),"Famed forensic psychiatrist Dr. Jack Gramm enjoys a reputation as one of the most sought-after profilers around. His expert testimony has resulted in the conviction of many criminals, including serial killer Jon Forster. On the eve of Forster's execution, one of Gramm's students is murdered in a vicious copycat crime, and Gramm himself receives an ominous message informing him that he has less than 90 minutes to live."
344,Ace Ventura: Pet Detective (1994),Bank robber Kalle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.
275,Mixed Nuts (1994),"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
2252,Hero (1992),A Russian teenager living in London dies during childbirth but leaves clues in her diary that could tie her child to a rape involving a violent Russian mob family.
277,Miracle on 34th Street (1994),"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war."
923,Citizen Kane (1941),"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall."
924,2001: A Space Odyssey (1968),"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies."
3701,Alien Nation (1988),A Milan pimp faces off against a ruthless and greedy French gangster whom wants to unite organized crime in Italy.
3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),
926,All About Eve (1950),"For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"", ""Lt. Tawny Madison and ""Dr.Lazarus"" - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives."
3704,Mad Max Beyond Thunderdome (1985),No description available
1020,Cool Runnings (1993),No description available
784,"Cable Guy, The (1996)","After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members."
858,"Godfather, The (1972)","After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father."
1023,Winnie the Pooh and the Blustery Day (1968),A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.
1025,"Sword in the Stone, The (1963)",No description available
2693,Trekkies (1997),No description available
1967,Labyrinth (1986),"Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm."
351,"Corrina, Corrina (1994)","An average, everyday metalworker and volunteer firefighter content in his marriage to his childhood sweetheart finds his emotions unexpectedly stirred when he falls for a pretty waitress from a nearby town."
2405,"Jewel of the Nile, The (1985)","Joseph, favored son of Jacob and great-grandson of Abraham, is sold into slavery by his jealous brothers. Rising to become prime minister of Egypt. Joseph governed the country during a seven year famine, during which his brothers visit Egypt seeking grain, only to encounter their brother, presumed long dead."
2407,Cocoon (1985),No description available
3066,Tora! Tora! Tora! (1970),"The film centers around the life of Victor Frankenstein. After creating the monster together with his partner Zuckel, the monster attacks the assistant and falls from a cliff. Assuming the monster is dead, Victor returns to his wife Elizabeth and daughter Emily. A police inspector named Bellbeau investigates some mysterious mutilations killings, and Victor is blackmailed by his former assistant, who lost an eye in his fight with the monster."
2193,Willow (1988),"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor."
932,"Affair to Remember, An (1957)","After returning from a concentration camp, Susanne finds an ex-soldier living in her apartment. Together the two try to move past their experiences during WWII."
1031,Bedknobs and Broomsticks (1971),No description available
1104,"Streetcar Named Desire, A (1951)",No description available
1032,Alice in Wonderland (1951),No description available
435,Coneheads (1993),"After years of increases in the greenhouse effect, havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze."
943,"Ghost and Mrs. Muir, The (1947)","Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye."
3723,Hamlet (1990),No description available
1042,That Thing You Do! (1996),No description available
370,Naked Gun 33 1/3: The Final Insult (1994),No description available
2423,Christmas Vacation (1989),No description available
3153,"7th Voyage of Sinbad, The (1958)",No description available
2424,You've Got Mail (1998),No description available
3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),"It's no accident when wealthy Charles falls for Jean. Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich."
3087,Scrooged (1988),"A film of the life of the renowned musical composer, playwright, actor, dancer and singer George M. Cohan."
953,It's a Wonderful Life (1946),"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world."
954,Mr. Smith Goes to Washington (1939),"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
3591,Mr. Mom (1983),"As the Earth wrestles with its agonizing birth, the peoples of this barren and desolate world struggle to survive. Driven by animal instinct they compete against the harsh conditions, their giant predators, and warring tribes. When two people from opposing clans fall in love, existing conventions are shattered forever as each tribe struggles for supremacy and Man embarks on his tortuous voyage of civilization."
2863,"Hard Day's Night, A (1964)","In the middle of the next century, a spaceship loses its bearings, and the commander of another space crew, seemingly on a routine check flight, decides to investigate. The result is an unusual suspense adventure."
3593,Battlefield Earth (2000),Four explorers are summoned to Peru by the brilliant physicist Dr Thorkel. They discover a rich source of radium and a half-mad Thorkel who shrinks them down to one-fifth their normal size when they threaten to stop his unorthodox experimentation.
1125,"Return of the Pink Panther, The (1974)","A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way."
520,Robin Hood: Men in Tights (1993),No description available
3668,Romeo and Juliet (1968),No description available
2795,Vacation (1983),No description available
1129,Escape from New York (1981),No description available
2431,Patch Adams (1998),"Laura lives in a Hotel in Britanny and meets there an old man. Laura looks like his wife Lise, who's killed by the Gestapo..."
62,Mr. Holland's Opus (1995),"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
3309,"Dog's Life, A (1920)",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
1633,Ulee's Gold (1997),"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s."
2436,Tea with Mussolini (1999),"Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power."
3097,"Shop Around the Corner, The (1940)","The Tulse Luper Suitcases reconstructs the life of Tulse Luper, a professional writer and project-maker, caught up in a life of prisons. He was born in 1911 in Newport, South Wales and presumably last heard of in 1989. His life is reconstructed from the evidence of 92 suitcases found around the world - 92 being the atomic number of the element Uranium. The project includes three feature films, a TV series, 92 DVDs, CD-ROMs, and books."
3099,Shampoo (1975),"The Tulse Luper Suitcases reconstructs the life of Tulse Luper, a professional writer and project-maker, caught up in a life of prisons. He was born in 1911 in Newport, South Wales and presumably last heard of in 1989. His life is reconstructed from the evidence of 92 suitcases found around the world - 92 being the atomic number of the element Uranium. The project includes three feature films, a TV series, 92 DVDs, CD-ROMs, and books."
3812,Everything You Always Wanted to Know About Sex (1972),No description available
2000,Lethal Weapon (1987),"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death."
963,"Inspector General, The (1949)","A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette."
2001,Lethal Weapon 2 (1989),A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.
1200,Aliens (1986),No description available
2003,Gremlins (1984),"A man rescues a woman from a suicide attempt in a gay nightclub. Walking the streets together, she propositions him: She'll pay him to visit her at her isolated house for four consecutive nights. There he will silently watch her. He's reluctant, but agrees. As the four nights progress, they become more intimate with each other, and a mutual fascination/revulsion develops. By the end of the four-day ""contract"", these two total strangers will have had a profound impact on each other."
1203,12 Angry Men (1957),No description available
2005,"Goonies, The (1985)","A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob."
1204,Lawrence of Arabia (1962),No description available
969,"African Queen, The (1951)",No description available
2872,Excalibur (1981),No description available
3675,White Christmas (1954),No description available
2946,Help! (1965),No description available
898,"Philadelphia Story, The (1940)","After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world."
2009,Soylent Green (1973),Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.
2874,"Pajama Game, The (1957)",No description available
899,Singin' in the Rain (1952),The love story of an abused English girl and a Chinese Buddhist in a time when London was a brutal and harsh place to live.
1135,Private Benjamin (1980),No description available
2948,From Russia with Love (1963),No description available
539,Sleepless in Seattle (1993),"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother."
2371,Fletch (1985),"This story starts in 1980 in Paris as the memories of Andrei Borodin, a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni, living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise, a young French woman, who hides him."
3247,Sister Act (1992),No description available
3174,Man on the Moon (1999),A play of light and shadow in a virtual world.
3175,Galaxy Quest (1999),"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon."
2375,"Money Pit, The (1986)",
2378,Police Academy (1984),"The story takes place in 1917. Véronique is a young woman of 35 years, nurse at the military hospital of Besançon. She suddenly learns of the murder of her husband, the mysterious Count Vorski, whom she has not seen for fourteen years. Her research will also lead her to the track of her father and son whom she believed to have died in a shipwreck, already a long time ago. From clue to clue, here we are in Brittany, on this island with a name so ill-fitting... Brutal deaths, enigmatic words written... by whom? A frightening prophecy, the superstitious terror of the island's inhabitants, and suddenly, Veronica d'Hergemont can no longer leave this island. She's stuck alone. Almost alone..."
971,Cat on a Hot Tin Roof (1958),No description available
2011,Back to the Future Part II (1989),"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own."
2012,Back to the Future Part III (1990),"Johan and his family are Mennonites from the north of Mexico. Against the law of God and Man, Johan falls in love with another woman."
2015,"Absent Minded Professor, The (1961)","Shin-ae moves to her recently late husband’s hometown. Despite her efforts to settle in this unfamiliar and too-normal place, she finds that she can’t fit in. After a sudden tragedy, Shin-ae turns to Christianity to relieve her pain, but when even this is not permitted, she wages a war against God."
1215,Army of Darkness (1993),No description available
1073,Willy Wonka and the Chocolate Factory (1971),Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.
3688,Porky's (1981),"Space-faring hero and galactically-renowned stud Flesh Gordon is kidnapped by a group of space cheerleaders hoping to use him to save their planet. A being simply known as Evil Presence has been rendering the men of their world impotent, and the women are desperate for some form of relief. Flesh's girlfriend Ardor, meanwhile, is following behind to try to keep him out of trouble, but soon finds herself kidnapped by Evil Presence's henchman who has plans of his own. Can Flesh get the men of this planet standing tall once again?"
541,Blade Runner (1982),A junkie must face his true self to kick his drug addiction.
542,Son in Law (1993),"Sent to Mexico to help take care of aging Father Benito, young Father Amaro faces a moral challenge when he meets a 16-year-old girl who he starts an affair with. Likewise, the girl's mother had been having an affair with Father Benito. Father Amaro must choose between a holy or sinful life."
543,So I Married an Axe Murderer (1993),"London, 1929. Frank Webber, a very busy Scotland Yard detective, seems to be more interested in his work than in Alice White, his girlfriend. Feeling herself ignored, Alice agrees to go out with an elegant and well-mannered artist who invites her to visit his fancy apartment."
3254,Wayne's World 2 (1993),No description available
2453,"Boy Who Could Fly, The (1986)","It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure."
2529,Planet of the Apes (1968),No description available
1654,FairyTale: A True Story (1997),"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences."
1583,"Simple Wish, A (1997)",Stefan and Kai run a thriving business: a home-grown cannabis trade disguised as a pizza delivery service. For now they just have to fight aphids.
3189,My Dog Skip (1999),No description available
116,Anne Frank Remembered (1995),"Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe falls in love with Chris. But Chris has his eye on Tom's fiancee Nola."
1586,G.I. Jane (1997),"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity."
2021,Dune (1984),"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1."
1220,"Blues Brothers, The (1980)",No description available
1080,Monty Python's Life of Brian (1979),No description available
2967,"Bad Seed, The (1956)",It is a variation on the original legend of Alraune in which a Mad Scientist creates a beautiful but demonic child from the forced union between a woman and a Mandrake root. Not to be confused with the 1918 German version of Alraune.
2968,Time Bandits (1981),"Mad scientist, doctor Ten Brinken artificially inseminates a prostitute with a dead man's semen. The resulting child grows up to be a beautiful, evil woman who turns against her creator."
2530,Beneath the Planet of the Apes (1970),No description available
3264,Buffy the Vampire Slayer (1992),No description available
3194,"Way We Were, The (1973)",No description available
2393,Star Trek: Insurrection (1998),"Despite their social differences, poor David and the rich Olivier are the best friends. David took the young Eleanor in Olivier's Paris apartment. When Olivier meets her there, he takes her to the country, where the three build a boat on the meadow. Eleanore divided the friends."
3198,Papillon (1973),No description available
2399,Santa Claus: The Movie (1985),
1302,Field of Dreams (1989),No description available
1230,Annie Hall (1977),No description available
2105,Tron (1982),"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom."
2033,"Black Cauldron, The (1985)",Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.
2108,L.A. Story (1991),"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same."
1234,"Sting, The (1973)",No description available
2109,"Jerk, The (1979)","When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves."
1091,Weekend at Bernie's (1989),"In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them."
3347,Never Cry Wolf (1983),"Dr. Victor Frankenstein creates a monster to show his scientific theories, but soon leaves him. So the scientist tries to rebuild his life getting married with Janet, and retires to his castle with Igor. However the monster comes back to haunt Frankenstein, and so Victor finds out that the monster has ferocious sexual orientation to Janet. Frankenstein then calls the servant Igor to readjust the monster, but also Igor takes advantage of Janet..."
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","A small-time hood must choose from among love, friendship and the chance to rise within the mob."
1676,Starship Troopers (1997),"Will Penny, an aging cowpoke, takes a job on a ranch which requires him to ride the line of the property looking for trespassers or, worse, squatters. He finds that his cabin in the high mountains has been appropriated by a woman whose guide to Oregon has deserted her and her son. Too ashamed to kick mother and child out just as the bitter winter of the mountains sets in, he agrees to share the cabin until the spring thaw. But it isn't just the snow that slowly thaws; the lonely man and woman soon forget their mutual hostility and start developing a deep love for one another."
208,Waterworld (1995),No description available
2111,"Man with Two Brains, The (1983)","During the Cultural Revolution, two young men are sent to a remote mining village where they fall in love with the local tailor's beautiful granddaughter and discover a suitcase full of forbidden Western novels."
2040,"Computer Wore Tennis Shoes, The (1970)",No description available
2041,Condorman (1981),No description available
3928,Abbott and Costello Meet Frankenstein (1948),No description available
2043,Darby O'Gill and the Little People (1959),"After the harrowing death of his partner, forensic psychologist and best-selling author Alex Cross cannot forgive himself and has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, he is lured back into action as the kidnapper wants to deal with Alex personally. Teamed with Jezzie Flanigan, the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom."
2045,"Far Off Place, A (1993)","Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences."
2046,Flight of the Navigator (1986),"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed."
2047,"Gnome-Mobile, The (1967)","Karen McCoy is released from prison with nothing but the clothes on her back. Before being incarcerated Karen was the bank robber of her time, but now she wishes for nothing more than to settle down and start a new life. Unfortunately between a dirty parole officer, old business partners, and an idiot ex-husband she will have to do the unthinkable in order to save her son."
2049,"Happiest Millionaire, The (1967)",A Zen priest in San Francisco and cookbook author use Zen Buddhism and cooking to relate to everyday life.
1753,Half Baked (1998),No description available
216,Billy Madison (1995),"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future."
2706,American Pie (1999),No description available
2639,Mommie Dearest (1981),"Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result."
2710,"Blair Witch Project, The (1999)",No description available
663,Kids in the Hall: Brain Candy (1996),"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
3448,"Good Morning, Vietnam (1987)",No description available
231,Dumb & Dumber (1994),"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins."
2076,Blue Velvet (1986),Four thieves attempt to make the richest score in history.
246,Hoop Dreams (1994),"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople."
249,Immortal Beloved (1994),"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far."
1288,This Is Spinal Tap (1984),No description available
3396,"Muppet Movie, The (1979)","A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world."
3101,Fatal Attraction (1987),"Joey Boca is the owner of a pizza parlour, and has been married to Rosalie for years. When Rosalie discovers that Joey is a womanizer and has been cheating on her for a long time, she goes to extreme lengths to punish him."
2598,Pushing Tin (1999),No description available
2306,Holy Man (1998),"After his father is murdered by the Nazis in 1938, a young Viennese Jew named Ferry Tobler flees to Prague, where he joins forces with another expatriate and a sympathetic Czech relief worker. Together with other Jewish refugees, the three make their way to Paris, and, after spending time in a French prison camp, eventually escape to Marseille, from where they hope to sail to a safe port."
764,Heavy (1995),"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway."
